,Survived,Pclass,Age,SibSp,Parch,Fare,Cabin_number,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_Z,Embarked_C,Embarked_Q,Embarked_S
499,0,3,24.0,0,0,7.7958,0,0,0,0,0,0,0,0,0,1,0,0,1
570,1,2,62.0,0,0,10.5,0,0,0,0,0,0,0,0,0,1,0,0,1
255,1,3,29.0,0,2,15.2458,0,0,0,0,0,0,0,0,0,1,1,0,0
131,0,3,20.0,0,0,7.05,0,0,0,0,0,0,0,0,0,1,0,0,1
296,0,3,23.5,0,0,7.2292,0,0,0,0,0,0,0,0,0,1,1,0,0
869,1,3,4.0,1,1,11.1333,0,0,0,0,0,0,0,0,0,1,0,0,1
543,1,2,32.0,1,0,26.0,0,0,0,0,0,0,0,0,0,1,0,0,1
310,1,1,24.0,0,0,83.1583,54,0,0,1,0,0,0,0,0,0,1,0,0
539,1,1,22.0,0,2,49.5,39,0,1,0,0,0,0,0,0,0,1,0,0
634,0,3,9.0,3,2,27.9,0,0,0,0,0,0,0,0,0,1,0,0,1
199,0,2,24.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,1
405,0,2,34.0,1,0,21.0,0,0,0,0,0,0,0,0,0,1,0,0,1
167,0,3,45.0,1,4,27.9,0,0,0,0,0,0,0,0,0,1,0,0,1
753,0,3,23.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,1,0,0,1
877,0,3,19.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,1,0,0,1
448,1,3,5.0,2,1,19.2583,0,0,0,0,0,0,0,0,0,1,1,0,0
574,0,3,16.0,0,0,8.05,0,0,0,0,0,0,0,0,0,1,0,0,1
21,1,2,34.0,0,0,13.0,56,0,0,0,1,0,0,0,0,0,0,0,1
619,0,2,26.0,0,0,10.5,0,0,0,0,0,0,0,0,0,1,0,0,1
151,1,1,22.0,1,0,66.6,2,0,0,1,0,0,0,0,0,0,0,0,1
785,0,3,25.0,0,0,7.25,0,0,0,0,0,0,0,0,0,1,0,0,1
189,0,3,36.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,1,0,0,1
756,0,3,28.0,0,0,7.7958,0,0,0,0,0,0,0,0,0,1,0,0,1
342,0,2,28.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,1
546,1,2,19.0,1,0,26.0,0,0,0,0,0,0,0,0,0,1,0,0,1
376,1,3,22.0,0,0,7.25,0,0,0,0,0,0,0,0,0,1,0,0,1
797,1,3,31.0,0,0,8.6833,0,0,0,0,0,0,0,0,0,1,0,0,1
390,1,1,36.0,1,2,120.0,96,0,1,0,0,0,0,0,0,0,0,0,1
682,0,3,20.0,0,0,9.225,0,0,0,0,0,0,0,0,0,1,0,0,1
747,1,2,30.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,1
336,0,1,29.0,1,0,66.6,2,0,0,1,0,0,0,0,0,0,0,0,1
44,1,3,19.0,0,0,7.8792,0,0,0,0,0,0,0,0,0,1,0,1,0
226,1,2,19.0,0,0,10.5,0,0,0,0,0,0,0,0,0,1,0,0,1
230,1,1,35.0,1,0,83.475,83,0,0,1,0,0,0,0,0,0,0,0,1
512,1,1,36.0,0,0,26.2875,25,0,0,0,0,1,0,0,0,0,0,0,1
258,1,1,35.0,0,0,512.3292,0,0,0,0,0,0,0,0,0,1,1,0,0
625,0,1,61.0,0,0,32.3208,50,0,0,0,1,0,0,0,0,0,0,0,1
120,0,2,21.0,2,0,73.5,0,0,0,0,0,0,0,0,0,1,0,0,1
770,0,3,24.0,0,0,9.5,0,0,0,0,0,0,0,0,0,1,0,0,1
693,0,3,25.0,0,0,7.225,0,0,0,0,0,0,0,0,0,1,1,0,0
441,0,3,20.0,0,0,9.5,0,0,0,0,0,0,0,0,0,1,0,0,1
623,0,3,21.0,0,0,7.8542,0,0,0,0,0,0,0,0,0,1,0,0,1
478,0,3,22.0,0,0,7.5208,0,0,0,0,0,0,0,0,0,1,0,0,1
609,1,1,40.0,0,0,153.4625,125,0,0,1,0,0,0,0,0,0,0,0,1
516,1,2,34.0,0,0,10.5,33,0,0,0,0,0,1,0,0,0,0,0,1
152,0,3,55.5,0,0,8.05,0,0,0,0,0,0,0,0,0,1,0,0,1
462,0,1,47.0,0,0,38.5,63,0,0,0,0,1,0,0,0,0,0,0,1
726,1,2,30.0,3,0,21.0,0,0,0,0,0,0,0,0,0,1,0,0,1
733,0,2,23.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,1
677,1,3,18.0,0,0,9.8417,0,0,0,0,0,0,0,0,0,1,0,0,1
455,1,3,29.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,1,1,0,0
102,0,1,21.0,0,1,77.2875,26,0,0,0,1,0,0,0,0,0,0,0,1
438,0,1,64.0,1,4,263.0,23,0,0,1,0,0,0,0,0,0,0,0,1
81,1,3,29.0,0,0,9.5,0,0,0,0,0,0,0,0,0,1,0,0,1
704,0,3,26.0,1,0,7.8542,0,0,0,0,0,0,0,0,0,1,0,0,1
315,1,3,26.0,0,0,7.8542,0,0,0,0,0,0,0,0,0,1,0,0,1
156,1,3,16.0,0,0,7.7333,0,0,0,0,0,0,0,0,0,1,0,1,0
715,0,3,19.0,0,0,7.65,0,0,0,0,0,0,1,0,0,0,0,0,1
713,0,3,29.0,0,0,9.4833,0,0,0,0,0,0,0,0,0,1,0,0,1
872,0,1,33.0,0,0,5.0,51,0,1,0,0,0,0,0,0,0,0,0,1
743,0,3,24.0,1,0,16.1,0,0,0,0,0,0,0,0,0,1,0,0,1
814,0,3,30.5,0,0,8.05,0,0,0,0,0,0,0,0,0,1,0,0,1
525,0,3,40.5,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0,1,0
665,0,2,32.0,2,0,73.5,0,0,0,0,0,0,0,0,0,1,0,0,1
89,0,3,24.0,0,0,8.05,0,0,0,0,0,0,0,0,0,1,0,0,1
100,0,3,28.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,1,0,0,1
134,0,2,25.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,1
884,0,3,25.0,0,0,7.05,0,0,0,0,0,0,0,0,0,1,0,0,1
874,1,2,28.0,1,0,24.0,0,0,0,0,0,0,0,0,0,1,1,0,0
774,1,2,54.0,1,3,23.0,0,0,0,0,0,0,0,0,0,1,0,0,1
824,0,3,2.0,4,1,39.6875,0,0,0,0,0,0,0,0,0,1,0,0,1
698,0,1,49.0,1,1,110.8833,68,0,0,1,0,0,0,0,0,0,1,0,0
622,1,3,20.0,1,1,15.7417,0,0,0,0,0,0,0,0,0,1,1,0,0
875,1,3,15.0,0,0,7.225,0,0,0,0,0,0,0,0,0,1,1,0,0
752,0,3,33.0,0,0,9.5,0,0,0,0,0,0,0,0,0,1,0,0,1
453,1,1,49.0,1,0,89.1042,92,0,0,1,0,0,0,0,0,0,1,0,0
91,0,3,20.0,0,0,7.8542,0,0,0,0,0,0,0,0,0,1,0,0,1
203,0,3,45.5,0,0,7.225,0,0,0,0,0,0,0,0,0,1,1,0,0
12,0,3,20.0,0,0,8.05,0,0,0,0,0,0,0,0,0,1,0,0,1
182,0,3,9.0,4,2,31.3875,0,0,0,0,0,0,0,0,0,1,0,0,1
657,0,3,32.0,1,1,15.5,0,0,0,0,0,0,0,0,0,1,0,1,0
540,1,1,36.0,0,2,71.0,22,0,1,0,0,0,0,0,0,0,0,0,1
220,1,3,16.0,0,0,8.05,0,0,0,0,0,0,0,0,0,1,0,0,1
555,0,1,62.0,0,0,26.55,0,0,0,0,0,0,0,0,0,1,0,0,1
661,0,3,40.0,0,0,7.225,0,0,0,0,0,0,0,0,0,1,1,0,0
775,0,3,18.0,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0,0,1
833,0,3,23.0,0,0,7.8542,0,0,0,0,0,0,0,0,0,1,0,0,1
288,1,2,42.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,1
262,0,1,52.0,1,1,79.65,67,0,0,0,0,1,0,0,0,0,0,0,1
179,0,3,36.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1
659,0,1,58.0,0,2,113.275,48,0,0,0,1,0,0,0,0,0,1,0,0
882,0,3,22.0,0,0,10.5167,0,0,0,0,0,0,0,0,0,1,0,0,1
374,0,3,3.0,3,1,21.075,0,0,0,0,0,0,0,0,0,1,0,0,1
541,0,3,9.0,4,2,31.275,0,0,0,0,0,0,0,0,0,1,0,0,1
818,0,3,43.0,0,0,6.45,0,0,0,0,0,0,0,0,0,1,0,0,1
9,1,2,14.0,1,0,30.0708,0,0,0,0,0,0,0,0,0,1,1,0,0
197,0,3,42.0,0,1,8.4042,0,0,0,0,0,0,0,0,0,1,0,0,1
683,0,3,14.0,5,2,46.9,0,0,0,0,0,0,0,0,0,1,0,0,1
641,1,1,24.0,0,0,69.3,35,0,1,0,0,0,0,0,0,0,1,0,0
550,1,1,17.0,0,2,110.8833,70,0,0,1,0,0,0,0,0,0,1,0,0
332,0,1,38.0,0,1,153.4625,91,0,0,1,0,0,0,0,0,0,0,0,1
583,0,1,36.0,0,0,40.125,10,1,0,0,0,0,0,0,0,0,1,0,0
423,0,3,28.0,1,1,14.4,0,0,0,0,0,0,0,0,0,1,0,0,1
319,1,1,40.0,1,1,134.5,34,0,0,0,0,1,0,0,0,0,1,0,0
723,0,2,50.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,1
838,1,3,32.0,0,0,56.4958,0,0,0,0,0,0,0,0,0,1,0,0,1
259,1,2,50.0,0,1,26.0,0,0,0,0,0,0,0,0,0,1,0,0,1
360,0,3,40.0,1,4,27.9,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,1,38.0,1,0,71.2833,85,0,0,1,0,0,0,0,0,0,1,0,0
427,1,2,19.0,0,0,26.0,0,0,0,0,0,0,0,0,0,1,0,0,1
337,1,1,41.0,0,0,134.5,40,0,0,0,0,1,0,0,0,0,1,0,0
331,0,1,45.5,0,0,28.5,124,0,0,1,0,0,0,0,0,0,0,0,1
730,1,1,29.0,0,0,211.3375,5,0,1,0,0,0,0,0,0,0,0,0,1
836,0,3,21.0,0,0,8.6625,0,0,0,0,0,0,0,0,0,1,0,0,1
122,0,2,32.5,1,0,30.0708,0,0,0,0,0,0,0,0,0,1,1,0,0
855,1,3,18.0,0,1,9.35,0,0,0,0,0,0,0,0,0,1,0,0,1
57,0,3,28.5,0,0,7.2292,0,0,0,0,0,0,0,0,0,1,1,0,0
722,0,2,34.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,1
880,1,2,25.0,0,1,26.0,0,0,0,0,0,0,0,0,0,1,0,0,1
746,0,3,16.0,1,1,20.25,0,0,0,0,0,0,0,0,0,1,0,0,1
60,0,3,22.0,0,0,7.2292,0,0,0,0,0,0,0,0,0,1,1,0,0
204,1,3,18.0,0,0,8.05,0,0,0,0,0,0,0,0,0,1,0,0,1
361,0,2,29.0,1,0,27.7208,0,0,0,0,0,0,0,0,0,1,1,0,0
806,0,1,39.0,0,0,0.0,36,1,0,0,0,0,0,0,0,0,0,0,1
842,1,1,30.0,0,0,31.0,0,0,0,0,0,0,0,0,0,1,1,0,0
724,1,1,27.0,1,0,53.1,8,0,0,0,0,1,0,0,0,0,0,0,1
394,1,3,24.0,0,2,16.7,6,0,0,0,0,0,0,1,0,0,0,0,1
287,0,3,22.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,1,0,0,1
737,1,1,35.0,0,0,512.3292,101,0,1,0,0,0,0,0,0,0,1,0,0
99,0,2,34.0,1,0,26.0,0,0,0,0,0,0,0,0,0,1,0,0,1
858,1,3,24.0,0,3,19.2583,0,0,0,0,0,0,0,0,0,1,1,0,0
311,1,1,18.0,2,2,262.375,57,0,1,0,0,0,0,0,0,0,1,0,0
605,0,3,36.0,1,0,15.55,0,0,0,0,0,0,0,0,0,1,0,0,1
111,0,3,14.5,1,0,14.4542,0,0,0,0,0,0,0,0,0,1,1,0,0
594,0,2,37.0,1,0,26.0,0,0,0,0,0,0,0,0,0,1,0,0,1
281,0,3,28.0,0,0,7.8542,0,0,0,0,0,0,0,0,0,1,0,0,1
414,1,3,44.0,0,0,7.925,0,0,0,0,0,0,0,0,0,1,0,0,1
290,1,1,26.0,0,0,78.85,0,0,0,0,0,0,0,0,0,1,0,0,1
742,1,1,21.0,2,2,262.375,57,0,1,0,0,0,0,0,0,0,1,0,0
604,1,1,35.0,0,0,26.55,0,0,0,0,0,0,0,0,0,1,1,0,0
794,0,3,25.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,1,0,0,1
532,0,3,17.0,1,1,7.2292,0,0,0,0,0,0,0,0,0,1,1,0,0
227,0,3,20.5,0,0,7.25,0,0,0,0,0,0,0,0,0,1,0,0,1
416,1,2,34.0,1,1,32.5,0,0,0,0,0,0,0,0,0,1,0,0,1
553,1,3,22.0,0,0,7.225,0,0,0,0,0,0,0,0,0,1,1,0,0
67,0,3,19.0,0,0,8.1583,0,0,0,0,0,0,0,0,0,1,0,0,1
6,0,1,54.0,0,0,51.8625,46,0,0,0,0,1,0,0,0,0,0,0,1
671,0,1,31.0,1,0,52.0,71,0,1,0,0,0,0,0,0,0,0,0,1
291,1,1,19.0,1,0,91.0792,49,0,1,0,0,0,0,0,0,0,1,0,0
618,1,2,4.0,2,1,39.0,4,0,0,0,0,0,1,0,0,0,0,0,1
801,1,2,31.0,1,1,26.25,0,0,0,0,0,0,0,0,0,1,0,0,1
630,1,1,80.0,0,0,30.0,23,1,0,0,0,0,0,0,0,0,0,0,1
135,0,2,23.0,0,0,15.0458,0,0,0,0,0,0,0,0,0,1,1,0,0
559,1,3,36.0,1,0,17.4,0,0,0,0,0,0,0,0,0,1,0,0,1
620,0,3,27.0,1,0,14.4542,0,0,0,0,0,0,0,0,0,1,1,0,0
13,0,3,39.0,1,5,31.275,0,0,0,0,0,0,0,0,0,1,0,0,1
237,1,2,8.0,0,2,26.25,0,0,0,0,0,0,0,0,0,1,0,0,1
352,0,3,15.0,1,1,7.2292,0,0,0,0,0,0,0,0,0,1,1,0,0
38,0,3,18.0,2,0,18.0,0,0,0,0,0,0,0,0,0,1,0,0,1
212,0,3,22.0,0,0,7.25,0,0,0,0,0,0,0,0,0,1,0,0,1
225,0,3,22.0,0,0,9.35,0,0,0,0,0,0,0,0,0,1,0,0,1
129,0,3,45.0,0,0,6.975,0,0,0,0,0,0,0,0,0,1,0,0,1
246,0,3,25.0,0,0,7.775,0,0,0,0,0,0,0,0,0,1,0,0,1
627,1,1,21.0,0,0,77.9583,9,0,0,0,1,0,0,0,0,0,0,0,1
862,1,1,48.0,0,0,25.9292,17,0,0,0,1,0,0,0,0,0,0,0,1
469,1,3,0.75,2,1,19.2583,0,0,0,0,0,0,0,0,0,1,1,0,0
788,1,3,1.0,1,2,20.575,0,0,0,0,0,0,0,0,0,1,0,0,1
582,0,2,54.0,0,0,26.0,0,0,0,0,0,0,0,0,0,1,0,0,1
520,1,1,30.0,0,0,93.5,73,0,1,0,0,0,0,0,0,0,0,0,1
164,0,3,1.0,4,1,39.6875,0,0,0,0,0,0,0,0,0,1,0,0,1
53,1,2,29.0,1,0,26.0,0,0,0,0,0,0,0,0,0,1,0,0,1
548,0,3,33.0,1,1,20.525,0,0,0,0,0,0,0,0,0,1,0,0,1
268,1,1,58.0,0,1,153.4625,125,0,0,1,0,0,0,0,0,0,0,0,1
701,1,1,35.0,0,0,26.2875,24,0,0,0,0,1,0,0,0,0,0,0,1
714,0,2,52.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,1
603,0,3,44.0,0,0,8.05,0,0,0,0,0,0,0,0,0,1,0,0,1
577,1,1,39.0,1,0,55.9,44,0,0,0,0,1,0,0,0,0,0,0,1
325,1,1,36.0,0,0,135.6333,32,0,0,1,0,0,0,0,0,0,1,0,0
49,0,3,18.0,1,0,17.8,0,0,0,0,0,0,0,0,0,1,0,0,1
387,1,2,36.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,1
344,0,2,36.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,1
782,0,1,29.0,0,0,30.0,6,0,0,0,1,0,0,0,0,0,0,0,1
494,0,3,21.0,0,0,8.05,0,0,0,0,0,0,0,0,0,1,0,0,1
136,1,1,19.0,0,2,26.2833,47,0,0,0,1,0,0,0,0,0,0,0,1
840,0,3,20.0,0,0,7.925,0,0,0,0,0,0,0,0,0,1,0,0,1
664,1,3,20.0,1,0,7.925,0,0,0,0,0,0,0,0,0,1,0,0,1
63,0,3,4.0,3,2,27.9,0,0,0,0,0,0,0,0,0,1,0,0,1
253,0,3,30.0,1,0,16.1,0,0,0,0,0,0,0,0,0,1,0,0,1
820,1,1,52.0,1,1,93.5,69,0,1,0,0,0,0,0,0,0,0,0,1
795,0,2,39.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,1
24,0,3,8.0,3,1,21.075,0,0,0,0,0,0,0,0,0,1,0,0,1
506,1,2,33.0,0,2,26.0,0,0,0,0,0,0,0,0,0,1,0,0,1
108,0,3,38.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,1,0,0,1
163,0,3,17.0,0,0,8.6625,0,0,0,0,0,0,0,0,0,1,0,0,1
523,1,1,44.0,0,1,57.9792,18,0,1,0,0,0,0,0,0,0,1,0,0
357,0,2,38.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,1
153,0,3,40.5,0,2,14.5,0,0,0,0,0,0,0,0,0,1,0,0,1
43,1,2,3.0,1,2,41.5792,0,0,0,0,0,0,0,0,0,1,1,0,0
655,0,2,24.0,2,0,73.5,0,0,0,0,0,0,0,0,0,1,0,0,1
22,1,3,15.0,0,0,8.0292,0,0,0,0,0,0,0,0,0,1,0,1,0
821,1,3,27.0,0,0,8.6625,0,0,0,0,0,0,0,0,0,1,0,0,1
273,0,1,37.0,0,1,29.7,118,0,0,1,0,0,0,0,0,0,1,0,0
885,0,3,39.0,0,5,29.125,0,0,0,0,0,0,0,0,0,1,0,1,0
610,0,3,39.0,1,5,31.275,0,0,0,0,0,0,0,0,0,1,0,0,1
445,1,1,4.0,0,2,81.8583,34,1,0,0,0,0,0,0,0,0,0,0,1
280,0,3,65.0,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0,1,0
118,0,1,24.0,0,1,247.5208,58,0,1,0,0,0,0,0,0,0,1,0,0
191,0,2,19.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,1
870,0,3,26.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,1,0,0,1
396,0,3,31.0,0,0,7.8542,0,0,0,0,0,0,0,0,0,1,0,0,1
567,0,3,29.0,0,4,21.075,0,0,0,0,0,0,0,0,0,1,0,0,1
662,0,1,47.0,0,0,25.5875,58,0,0,0,0,1,0,0,0,0,0,0,1
348,1,3,3.0,1,1,15.9,0,0,0,0,0,0,0,0,0,1,0,0,1
734,0,2,23.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,1
758,0,3,34.0,0,0,8.05,0,0,0,0,0,0,0,0,0,1,0,0,1
437,1,2,24.0,2,3,18.75,0,0,0,0,0,0,0,0,0,1,0,0,1
471,0,3,38.0,0,0,8.6625,0,0,0,0,0,0,0,0,0,1,0,0,1
504,1,1,16.0,0,0,86.5,79,0,1,0,0,0,0,0,0,0,0,0,1
321,0,3,27.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,1,0,0,1
94,0,3,59.0,0,0,7.25,0,0,0,0,0,0,0,0,0,1,0,0,1
244,0,3,30.0,0,0,7.225,0,0,0,0,0,0,0,0,0,1,1,0,0
615,1,2,24.0,1,2,65.0,0,0,0,0,0,0,0,0,0,1,0,0,1
172,1,3,1.0,1,1,11.1333,0,0,0,0,0,0,0,0,0,1,0,0,1
626,0,2,57.0,0,0,12.35,0,0,0,0,0,0,0,0,0,1,0,1,0
695,0,2,52.0,0,0,13.5,0,0,0,0,0,0,0,0,0,1,0,0,1
585,1,1,18.0,0,2,79.65,68,0,0,0,0,1,0,0,0,0,0,0,1
251,0,3,29.0,1,1,10.4625,6,0,0,0,0,0,0,1,0,0,0,0,1
391,1,3,21.0,0,0,7.7958,0,0,0,0,0,0,0,0,0,1,0,0,1
363,0,3,35.0,0,0,7.05,0,0,0,0,0,0,0,0,0,1,0,0,1
236,0,2,44.0,1,0,26.0,0,0,0,0,0,0,0,0,0,1,0,0,1
142,1,3,24.0,1,0,15.85,0,0,0,0,0,0,0,0,0,1,0,0,1
228,0,2,18.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1,0,0,1
192,1,3,19.0,1,0,7.8542,0,0,0,0,0,0,0,0,0,1,0,0,1
404,0,3,20.0,0,0,8.6625,0,0,0,0,0,0,0,0,0,1,0,0,1
59,0,3,11.0,5,2,46.9,0,0,0,0,0,0,0,0,0,1,0,0,1
561,0,3,40.0,0,0,7.8958,0,0,0,0,0,0,0,0,0,1,0,0,1
7,0,3,2.0,3,1,21.075,0,0,0,0,0,0,0,0,0,1,0,0,1
314,0,2,43.0,1,1,26.25,0,0,0,0,0,0,0,0,0,1,0,0,1
98,1,2,34.0,0,1,23.0,0,0,0,0,0,0,0,0,0,1,0,0,1
649,1,3,23.0,0,0,7.55,0,0,0,0,0,0,0,0,0,1,0,0,1
492,0,1,55.0,0,0,30.5,30,0,0,1,0,0,0,0,0,0,0,0,1
545,0,1,64.0,0,0,26.0,0,0,0,0,0,0,0,0,0,1,0,0,1
90,0,3,29.0,0,0,8.05,0,0,0,0,0,0,0,0,0,1,0,0,1
210,0,3,24.0,0,0,7.05,0,0,0,0,0,0,0,0,0,1,0,0,1
700,1,1,18.0,1,0,227.525,62,0,0,1,0,0,0,0,0,0,1,0,0
458,1,2,50.0,0,0,10.5,0,0,0,0,0,0,0,0,0,1,0,0,1
433,0,3,17.0,0,0,7.125,0,0,0,0,0,0,0,0,0,1,0,0,1
735,0,3,28.5,0,0,16.1,0,0,0,0,0,0,0,0,0,1,0,0,1
678,0,3,43.0,1,6,46.9,0,0,0,0,0,0,0,0,0,1,0,0,1
501,0,3,21.0,0,0,7.75,0,0,0,0,0,0,0,0,0,1,0,1,0
231,0,3,29.0,0,0,7.775,0,0,0,0,0,0,0,0,0,1,0,0,1
436,0,3,21.0,2,2,34.375,0,0,0,0,0,0,0,0,0,1,0,0,1
772,0,2,57.0,0,0,10.5,77,0,0,0,0,1,0,0,0,0,0,0,1
263,0,1,40.0,0,0,0.0,94,0,1,0,0,0,0,0,0,0,0,0,1
729,0,3,25.0,1,0,7.925,0,0,0,0,0,0,0,0,0,1,0,0,1
636,0,3,32.0,0,0,7.925,0,0,0,0,0,0,0,0,0,1,0,0,1
681,1,1,27.0,0,0,76.7292,49,0,0,0,1,0,0,0,0,0,1,0,0
245,0,1,44.0,2,0,90.0,78,0,0,1,0,0,0,0,0,0,0,1,0
219,0,2,30.0,0,0,10.5,0,0,0,0,0,0,0,0,0,1,0,0,1
